"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-p-and-ns"
"10/17/2024 11:22:42:682 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","binary-strategies","relative-copy","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]","mean-communality-majority","mean-communality-minority"
"67","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","68","12","0","0","0","19","1","0","0","0","870.1375","510.85"
"70","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","909.975","938.3"
"64","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","341.45","1073.3"
"69","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","62","0","18","0","0","15","0","5","0","0","574.4625","1061.65"
"68","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","0","0","80","0","0","1","0","19","0","0","343","1110.4"
"71","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","77","3","0","0","0","20","0","0","0","0","797.5875","703.9"
"74","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","80","0","0","0","0","19","0","1","0","0","793.0875","941.85"
"75","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","79","1","0","0","0","20","0","0","0","0","805.2875","838.4"
"73","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","0","0","80","0","0","0","0","20","0","0","427.8625","1315.45"
"77","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","76","0","4","0","0","6","0","14","0","0","686.175","866.25"
"78","0.5","1","0.5","0","true","0.002","0.2","100","15","2","250","0.2","false","true","500","80","0","0","0","0","20","0","0","0","0","807.5","794.2"
