"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-likeness-4"
"10/20/2024 12:39:54:100 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","binary-strategies","relative-copy","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]","mean-communality-majority","mean-communality-minority"
"4","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","50","30","0","0","0","12","8","0","22.9875","77.8"
"2","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","12","1","67","0","0","2","0","18","0","54.825","17.7"
"5","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","1","79","0","0","0","0","20","0","10.35","19.2"
"1","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","2.6125","2.05"
"8","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","2.75","3.7"
"6","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","5.325","2.8"
"7","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","0.8","1.9"
"10","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","11","0","69","0","0","3","0","17","0","51.5375","16.95"
"3","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","1.1625","0.3"
"9","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","0.4125","2.5"
"11","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","1","0","19","0","13.05","27.85"
"17","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","7.125","3.35"
"16","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","63","0","17","0","0","11","0","9","0","86.9625","18.05"
"13","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","36","44","0","0","0","6","14","0","18.9125","64.05"
"15","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","-0.3875","9.6"
"12","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","7","73","0","0","0","3","17","0","10.075","47.65"
"14","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","0.825","0.75"
"20","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","33","1","46","0","0","4","0","16","0","61.775","23.4"
"18","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","0.425","0.75"
"19","0.1","1","0.1","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","3.4625","1.4"
"24","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","14","46","2","18","0","3","12","0","5","0","106.05","105.6"
"22","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","0.95","6.7"
"21","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","1","79","0","0","0","0","20","0","11.7125","55.1"
"28","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","50","30","0","0","0","11","9","0","40.325","162.1"
"23","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","3.4625","8.5"
"26","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","18.45","12.95"
"25","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","11","69","0","0","0","2","18","0","31.9125","88"
"27","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","9.5","25.25"
"29","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","0","80","0","0","0","0","20","0","11.9375","5.5"
"30","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","21","59","0","0","0","2","18","0","31.275","138.85"
"31","0.1","1","0.2","1","false","0.002","0.2","100","10","2","250","0.2","true","true","500","0","0","22","58","0","0","0","3","17","0","28.1125","110.9"
