"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"ethnocentrism-proj.nlogo"
"experiment-no-perturbation"
"10/16/2024 14:12:01:555 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-likeness-ingroup","iterations","init-likeness-outgroup","gamma","regular-perturbation?","beta","rewire-prop","num-agents","W","num-links","regular-perturbation-interval","minority-proportion","[step]","count turtles with [type-agent = ""Altruist"" and tag = ""majority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""majority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""majority""]","count turtles with [type-agent = ""Egoist"" and tag = ""majority""]","count turtles with [type-agent = ""Undefined"" and tag = ""majority""]","count turtles with [type-agent = ""Altruist"" and tag = ""minority""]","count turtles with [type-agent = ""Ethnocentrist"" and tag = ""minority""]","count turtles with [type-agent = ""Cosmopolitan"" and tag = ""minority""]","count turtles with [type-agent = ""Egoist"" and tag = ""minority""]","count turtles with [type-agent = ""Undefined"" and tag = ""minority""]"
"125","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","70","0","0","0","30","0","0","0"
"123","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"124","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"126","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","70","0","0","0","30","0","0","0"
"127","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","70","0","0","0","0","30","0","0","0","0"
"128","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","70","0","0","0","0","30","0","0","0","0"
"129","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","70","0","0","0","0","29","0","0","0","1"
"130","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","70","0","0","0","3","0","27","0","0"
"131","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"132","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","70","0","0","0","30","0","0","0"
"133","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"135","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","70","0","0","0","0","0","30","0","0"
"134","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","70","0","0","0","29","0","1","0"
"136","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"137","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","70","0","0","0","30","0","0","0"
"138","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","70","0","0","0","0","0","30","0","0"
"139","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","0","0","0","70","0","0","0","0","30","0"
"140","0.5","1","0.5","0","false","0.002","0.2","100","5","2","250","0.3","500","1","0","68","1","0","0","29","0","1","0"
